date,open,high,low,close,volume,adj_close,ema9,ema21,ema50,ema200,sma20,rsi14,atr14,adx14,macd_line,macd_signal,macd_hist,bb_mid,bb_std,bb_upper,bb_lower,bb_width,vol_sma20,vol_ratio,gap_pct,roc5,roc20
2015-01-02,171.3785075435062,171.7937088796066,169.55161152791302,170.58961486816406,121465900,170.58961486816406,170.58961486816406,170.58961486816406,170.58961486816406,170.58961486816406,,,,,0.0,0.0,0.0,,,,,,,,,,
2015-01-05,169.54333437814066,169.7094124002523,167.20160512320268,167.50885009765625,169632600,167.50885009765625,169.9734619140625,170.30954534357244,170.46880056343826,170.55896049233812,,,,,-0.24575901303194314,-0.04915180260638863,-0.1966072104255545,,,,,,,,-0.6133318788673027,,
2015-01-06,167.8160810836032,168.33923884704024,165.13388387080252,165.9310760498047,209151400,165.9310760498047,169.16498474121096,169.91150268050265,170.29085058251147,170.51291189091987,,,,,-0.5613668930077438,-0.15159482068665966,-0.40977207232108415,,,,,,,,0.1834117933278338,,
2015-01-07,167.2596757769494,168.33920159823194,166.81126398675295,167.9987335205078,125346700,167.9987335205078,168.93173449707032,169.73761457504858,170.2009636389035,170.48789519071676,,,,,-0.6372993438386061,-0.24873572531704896,-0.38856361852155713,,,,,,,,0.800693733068978,,
2015-01-08,169.41044364002198,171.19581697776195,169.3938447097477,170.9799041748047,147217800,170.9799041748047,169.3413684326172,169.85054999320823,170.2315103265859,170.49279080249875,,,,,-0.4517137264107305,-0.2893313255357853,-0.1623824008749452,,,,,,,,0.8403099773022036,,
2015-01-09,171.39510183951919,171.41171344037704,168.99523868858634,169.6097412109375,158567300,169.6097412109375,169.39504298828126,169.82865828572906,170.20712722401146,170.48400423939864,,,,,-0.4104649038750381,-0.31355804120363584,-0.09690686267140225,,,,,,,,0.24283418961915673,-0.5744040503191439,
2015-01-12,169.74259884160148,169.90037736326255,167.67489180198814,168.2810821533203,144396100,168.2810821533203,169.17225082128908,169.68796954641917,170.13159604476868,170.4620846166516,,,,,-0.47945968393332805,-0.3467383697495743,-0.13272131418375377,,,,,,,,0.07833136806614618,0.46100970498803573,
2015-01-13,169.5018318521555,170.63118027606808,166.50407694778815,167.8078155517578,214553300,167.8078155517578,168.89936376738285,169.5170464559954,170.04046739798395,170.43567397918997,,,,,-0.5658049563665202,-0.39055168707296345,-0.17525326929355672,,,,,,,,0.7254230144081028,1.1310355761146473,
2015-01-14,165.78991528068406,166.99400948708964,164.89309139992284,166.79470825195312,192991100,166.79470825195312,168.47843266429692,169.26956116471882,169.9131827255906,170.3994454644911,,,,,-0.7078241429425702,-0.45400617824688483,-0.2538179646956854,,,,,,,,-1.2025067273766907,-0.7166871102678329,
2015-01-15,167.43407485526512,167.74961921677988,165.15046777942544,165.2667236328125,176613900,165.2667236328125,167.83609085800003,168.90566684363642,169.73096864352087,170.34837360546942,,,,,-0.9329168753430963,-0.5497883176661271,-0.3831285576769692,,,,,,,,0.38332547238021364,-3.341433936090643,
