date,open,high,low,close,volume,adj_close,ema9,ema21,ema50,ema200,sma20,rsi14,atr14,adx14,macd_line,macd_signal,macd_hist,bb_mid,bb_std,bb_upper,bb_lower,bb_width,vol_sma20,vol_ratio,gap_pct,roc5,roc20
2010-01-04,84.30769682834931,85.07296839235833,83.66246528116115,85.0279541015625,118944600,85.0279541015625,85.0279541015625,85.0279541015625,85.0279541015625,85.0279541015625,,,,,0.0,0.0,0.0,,,,,,,,,,
2010-01-05,84.97544072332613,85.29055222638075,84.66782778646589,85.25303649902344,111579900,85.25303649902344,85.07297058105469,85.04841613769531,85.03678086224724,85.03019372740789,,,,,0.0179552909655456,0.00359105819310912,0.01436423277243648,,,,,,,,-0.06176013381863152,,
2010-01-06,85.17048120487573,85.52310833065012,85.10295978458427,85.31303405761719,116074400,85.31303405761719,85.1209832763672,85.07247231223366,85.0476143208892,85.03300805905177,,,,,0.03660433795211304,0.010193714144909905,0.02641062380720314,,,,,,,,-0.09683560555483037,,
2010-01-07,85.15549242231901,85.77821678033564,84.9154066814578,85.67317962646484,131091100,85.67317962646484,85.23142254638672,85.12708206807285,85.07214629365687,85.03937792539419,,,,,0.07952783224622806,0.024060537765173536,0.05546729448105452,,,,,,,,-0.1846630319017557,,
2010-01-08,85.44809953914897,85.99579819435543,85.27554094817823,85.95828247070312,126402800,85.95828247070312,85.37679453125001,85.20264574103923,85.10689673197241,85.04852125420324,,,,,0.13499429731906787,0.0462472896759524,0.08874700764311547,,,,,,,,-0.262719427827032,,
2010-01-11,86.34093920076978,86.37844920818985,85.7107104006847,86.0783462524414,106375700,86.0783462524414,85.5171048754883,85.28225487843943,85.14499279159865,85.05876826911108,,,,,0.18649027052256884,0.07429588584527569,0.11219438467729315,,,,,,,,0.44516563042901236,1.2353492001280664,
2010-01-12,85.5081093778375,85.68817223092032,84.94540795337065,85.27552795410156,163333500,85.27552795410156,85.46878949121096,85.28164333986327,85.15011181757916,85.06092508189707,,,,,0.16066838788826487,0.09157038625387352,0.06909800163439135,,,,,,,,-0.6624626278618052,0.026381998814062335,
2010-01-13,85.49311184914976,86.2358819467812,85.05796037497366,85.99579620361328,161822000,85.99579620361328,85.57419083369143,85.3465663274769,85.18327591114912,85.07022728211315,,,,,0.19606388563850885,0.11246908613080059,0.08359479950770826,,,,,,,,0.25515397004085966,0.8003022674530458,
2010-01-14,85.89826585024811,86.38594167271995,85.84574726777245,86.22838592529297,115718800,86.22838592529297,85.70502985201175,85.42673174546019,85.22426061758614,85.08175124871195,,,,,0.24011522052681755,0.13799831301000398,0.10211690751681357,,,,,,,,-0.11341293141149457,0.6480514686729499,
2010-01-15,86.07832436599507,86.16084865097523,84.93040852815045,85.26052856445312,212283100,85.26052856445312,85.61612959450002,85.41162236536863,85.2256828900123,85.08353012747556,,,,,0.19468402425520992,0.14933545525904518,0.04534856899616474,,,,,,,,-0.17402802764730768,-0.8117355142453153,
2010-01-19,85.24554453676286,86.37844632228602,85.2230316641466,86.325927734375,139172700,86.325927734375,85.75808922247502,85.4947410352783,85.26882974665398,85.09589229271835,,,,,0.24186026837514873,0.1678404178822659,0.07401985049288284,,,,,,,,-0.01757440159303447,0.2876234183304405,
2010-01-20,85.74070920399491,85.8682535137993,84.76536329337203,85.44810485839844,216490200,85.44810485839844,85.69609234965971,85.49050138283467,85.27586014319297,85.09939689536193,,,,,0.20603971433564539,0.1754802771729418,0.030559437162703595,,,,,,,,-0.6779174527736413,0.2023756503621632,
2010-01-21,85.4705819504779,85.73317476776836,83.69994791947053,83.80498504638672,344859600,83.80498504638672,85.3178708890051,85.33727262497575,85.21817876684763,85.08651717547164,,,,,0.04455206204353601,0.14929463414706065,-0.10474257210352464,,,,,,,,0.026304962663248894,-2.547579363111374,
2010-01-22,83.42991582133895,83.83506179402151,81.84684767263622,81.93688201904297,345942400,81.93688201904297,84.64167311501268,85.02814620625459,85.08950046301216,85.05517752217385,,,1.1136167136808512,,-0.23149978238419067,0.07313575084081039,-0.30463553322500103,,,,,,,,-0.44755001726945387,-4.976903904902152,
2010-01-25,82.68710703645112,82.83716420055792,82.08689555231055,82.35698699951172,186937500,82.35698699951172,84.1847358919125,84.78531355109615,84.98234307228665,85.0283298552817,,36.1586057747431,1.0771723615606916,,-0.4116288953043039,-0.023817178388212474,-0.38781171691609145,,,,,,,,0.9156133342171786,-3.405493273181459,
2010-01-26,82.0343937464435,82.88220121486135,81.80931652470821,82.01188659667969,211168800,82.01188659667969,83.75016603286593,84.53318382796738,84.86585458304717,84.9983154944996,,33.41018575793362,1.1093266651491405,,-0.5755941424584705,-0.13417257120226408,-0.4414215712562064,,,,,,,,-0.39170113529060097,-4.997387518347473,
2010-01-27,81.90683557849373,82.58958286784399,81.27661259518221,82.40201568603516,271863600,82.40201568603516,83.48053596349978,84.3394412696099,84.769233449831,84.97248166555966,,35.58705606555222,1.173099645620278,,-0.6663760566909644,-0.24061326830000418,-0.42576278839096027,,,,,,,,-0.12809242970178644,-3.5648411131073643,
