date,open,high,low,close,volume,adj_close,ema9,ema21,ema50,ema200,sma20,rsi14,atr14,adx14,macd_line,macd_signal,macd_hist,bb_mid,bb_std,bb_upper,bb_lower,bb_width,vol_sma20,vol_ratio,gap_pct,roc5,roc20
2015-01-02,171.37849221415277,171.79369351311453,169.5515963619706,170.589599609375,121465900,170.589599609375,170.589599609375,170.589599609375,170.589599609375,170.589599609375,,,,,0.0,0.0,0.0,,,,,,,,,,
2015-01-05,169.5432726016799,169.70935056327772,167.20154419999722,167.5087890625,169632600,167.5087890625,169.97343750000002,170.30952592329544,170.46878350949754,170.55894477806282,,,,,-0.24576266470796782,-0.049152532941593566,-0.19661013176637426,,,,,,,,-0.6133592024900969,,
2015-01-06,167.8160810836032,168.33923884704024,165.13388387080252,165.9310760498047,209151400,165.9310760498047,169.16496520996097,169.91148502570536,170.29083419735272,170.51289633300553,,,,,-0.5613684951676134,-0.15159572538679755,-0.4097727697808159,,,,,,,,0.18344829714489727,,
2015-01-07,167.2596757769494,168.33920159823194,166.81126398675295,167.9987335205078,125346700,167.9987335205078,168.93171887207035,169.73759852523284,170.2009478963,170.48787978760754,,,,,-0.637299321993936,-0.24873644470822526,-0.38856287728571076,,,,,,,,0.800693733068978,,
2015-01-08,169.41045875874744,171.19583225581977,169.3938598269918,170.97991943359375,147217800,170.97991943359375,169.34135898437503,169.85053678962927,170.2314957997233,170.49277570448302,,,,,-0.45171121522145086,-0.2893313988108704,-0.16237981641058047,,,,,,,,0.8403189766113891,,
2015-01-09,171.39508642011177,171.41169801947515,168.99522348508043,169.60972595214844,158567300,169.60972595214844,169.39503237792974,169.82864489531283,170.20711266844586,170.48398913978318,,,,,-0.4104629054127713,-0.3135577001312506,-0.09690520528152069,,,,,,,,0.24281622537508676,-0.5744041016980672,
2015-01-12,169.74255266766778,169.90033114640943,167.67484619051882,168.28103637695312,144396100,168.28103637695312,169.17223317773443,169.68795321182557,170.13158026485792,170.4620692117948,,,,,-0.47946054440544117,-0.3467382689860887,-0.13272227541935244,,,,,,,,0.07831314788918241,0.46101898221291293,
2015-01-13,169.50180102650307,170.63114924503202,166.5040466673083,167.8077850341797,214553300,167.8077850341797,168.89934354902348,169.51702883203959,170.04045104012545,170.43565842395785,,,,,-0.565806829713182,-0.3905519811315074,-0.17525484858167456,,,,,,,,0.7254320961129631,1.1310171843951,
2015-01-14,165.78988494694778,166.99397893304638,164.89306123027387,166.794677734375,192991100,166.794677734375,168.4784103860938,169.26954236861553,169.91316581244897,170.39942976037992,,,,,-0.7078267885032403,-0.454006942605854,-0.2538198458973863,,,,,,,,-1.202506836509936,-0.7167052756298475,
2015-01-15,167.43412123195563,167.74966568087137,165.15051352359154,165.2667694091797,176613900,165.2667694091797,167.83608219071098,168.90565391775772,169.73095418879134,170.3483585131043,,,,,-0.9329140096392052,-0.5497883560125243,-0.38312565362668094,,,,,,,,0.38337164366776744,-3.341415789257618,
2015-01-16,165.0591150213999,167.59184528107048,164.87642545047697,167.43406677246094,211879600,167.43406677246094,167.75567910706098,168.7718732681853,169.64088017246468,170.3193605853367,,,,,-0.9257430797302391,-0.6249793007560672,-0.30076377897417184,,,,,,,,-0.1256479983980756,-1.282744351760412,
2015-01-20,168.07347152207782,168.33920642087156,166.22167737825694,167.7911376953125,130991100,167.7911376953125,167.76277082471128,168.68271548883322,169.56834125179205,170.2942041386698,,,,,-0.8810907609731657,-0.676201592799487,-0.20488916817367875,,,,,,,,0.38188450053346856,-0.2911193632913256,
2015-01-21,167.3261457935656,169.11981868528147,166.8611223040703,168.63818359375,122942700,168.63818359375,167.93785337851904,168.67866713473475,169.53186448088843,170.27772632230247,,,,,-0.7684952172172359,-0.6946603176830368,-0.07383489953419908,,,,,,,,-0.2771254239847158,0.49485103411690545,
2015-01-22,169.3938610482265,171.27886616224333,168.0153894461542,171.14601135253906,174356000,171.14601135253906,168.57948497332305,168.90297115453515,169.59516435820808,170.28636597434462,,,2.791342272871554,,-0.4714669190752261,-0.6500216379614747,0.17855471888624863,,,,,,,,0.4481057838579083,2.6087964419905907,
2015-01-23,170.88858054318155,171.14601604559238,170.0747893760635,170.20765686035156,117516800,170.20765686035156,168.90511935072877,169.021578945973,169.61918367201764,170.28558279908103,,49.141242914593626,2.7077086670419073,,-0.30823408749657233,-0.5816641278684943,0.273430040371922,,,,,,,,-0.15041589770224953,2.989643634249828,
2015-01-26,169.9917570064542,170.69759175998647,169.27761011580108,170.6062469482422,92009700,170.6062469482422,169.24534487023146,169.165639673452,169.65789203579115,170.2887734871324,,57.919500005851994,2.5671319695281647,,-0.1450361174252066,-0.4943385257798368,0.34930240835463017,,,,,,,,-0.12684497153644028,1.8945846785721088,
2015-01-27,168.54679346712993,169.50175125691902,167.5254019579997,168.35580444335938,134044600,168.35580444335938,169.06743678485705,169.09201828889812,169.6068297772644,170.2695399643088,,55.993310718916675,2.5582383990999347,,-0.19504410573685504,-0.43447964177124043,0.2394355360343854,,,,,,,,-1.2071383773755047,0.33652954250316114,
2015-01-28,169.54332997008572,169.64297424657383,166.00581877441243,166.19680786132812,168514300,166.19680786132812,168.49331100015127,168.8288173409372,169.47310342761986,170.2290152667667,,45.56611941677073,2.646026250795231,,-0.4042290762771472,-0.4284295286724218,0.024200452395274574,,,,,,,,0.7053665483365446,-1.4477004438705032,
2015-01-29,166.39609861915292,167.99047029738128,164.9844038793491,167.73304748535156,173585400,167.73304748535156,168.34125829719133,168.72920189952032,169.40486593968777,170.20417976645413,,41.39902165978304,2.632381085275248,,-0.44096480596607535,-0.43093658413115254,-0.010028221834922801,,,,,,,,0.11991250637682699,-1.9941825346763253,
2015-01-30,166.55388476453962,167.88252155491546,165.35810278354316,165.6238250732422,197729700,165.6238250732422,167.7977716524015,168.4468949153132,169.25658982727813,170.15860409786495,168.22504501342775,39.83916615970114,2.640091387916503,,-0.6329781791274911,-0.47134490313042027,-0.16163327599707084,168.22504501342775,1.8086878787158067,171.84242077085935,164.60766925599614,0.04300638774854081,159175300.0,1.2422134589977214,-0.7029996404941748,-2.6930820103294284,
2015-02-02,166.12204738877088,167.7662410356698,164.30346361569946,167.67489624023438,163107000,167.67489624023438,167.7731965699681,168.37671321757875,169.19456262778624,170.13389058684376,168.0793098449707,48.509718120483086,2.728469421065055,,-0.6125843678086653,-0.4995927960660693,-0.112991571742596,168.0793098449707,1.723558977944109,171.52642780085893,164.6321918890825,0.041017754761935823,161257355.0,1.0114701434858584,0.30081560748181563,-1.7181965844996983,-1.7086055514608511
2015-02-03,168.5717023800106,170.1079520267251,168.1980238005476,170.09963989257812,124212900,170.09963989257812,168.2384852344901,168.53334291530595,169.23005585385653,170.13354978391575,168.2088523864746,55.14147362050469,2.607466078834126,,-0.3961984480093861,-0.4789139264547327,0.0827154784453466,168.2088523864746,1.775017710740874,171.75888780795634,164.65881696499287,0.042209852467517225,158986370.0,0.781280181439453,0.5348481853188936,1.0358035797960463,1.5466954567449287
2015-02-04,169.3357399627257,170.5481336438909,168.99527176865874,169.45199584960938,134306700,169.45199584960938,168.48118735751396,168.61685681842445,169.23875938310175,170.12676815272863,168.38489837646483,56.06072206638779,2.5101902267860083,,-0.27381415019257815,-0.4378939712023018,0.16407982100972363,168.38489837646483,1.7106534056909695,171.80620518784679,164.96359156508288,0.040636741707475464,155244135.0,0.8651321996802005,-0.44908968080992684,1.9586344829181757,2.121917053528821
